id,area,aspects,solidities,extents,perimeters,eccentricities,labels
0,30714.0,0.966244725738,0.765038481667,0.565916754187,933.754393458,0.62,0
1,30677.5,0.966244725738,0.766152192088,0.565244228253,933.511753321,0.61,0
2,30672.0,0.974576271186,0.766206188289,0.565070007369,930.582820296,0.61,0
3,30632.0,0.970464135021,0.764643474833,0.561951935425,932.582821012,0.62,0
4,13466.5,0.70303030303,0.895140914018,0.703578892372,511.521858335,0.67,0
5,13718.0,0.715151515152,0.89388459327,0.70457113508,514.107645512,0.68,0
6,13993.0,0.722891566265,0.88937616621,0.702459839357,523.764499068,0.69,0
7,14500.0,0.732142857143,0.889870809845,0.701703445606,533.421353459,0.7,0
8,14683.0,0.733727810651,0.888210024268,0.700658522619,537.42135334,0.69,0
9,15016.0,0.747058823529,0.886134956855,0.69550717925,545.906634092,0.7,0
10,15273.0,0.754385964912,0.885032155734,0.692370461036,552.391915917,0.71,0
11,15039.0,0.761627906977,0.869356605183,0.66745073673,562.048769951,0.75,0
12,15243.5,0.770114942529,0.862286452866,0.653778521187,570.776691794,0.76,0
13,15661.0,0.794285714286,0.857103760633,0.643823227133,584.19090569,0.74,0
14,15968.0,0.811428571429,0.850266236154,0.642575452716,596.534051061,0.72,0
15,16182.5,0.808988764045,0.854070453336,0.631339731586,597.261973739,0.76,0
16,16410.0,0.83615819209,0.845549396648,0.626431516262,606.676186085,0.74,0
17,16555.0,0.837078651685,0.849802367179,0.624198778373,607.504613757,0.74,0
18,16820.0,0.838888888889,0.844971361173,0.618837380427,614.333040953,0.76,0
19,16915.0,0.855555555556,0.840705761229,0.610209235209,619.161467433,0.75,0
20,17229.5,0.861878453039,0.838663352616,0.610196203428,626.575681329,0.76,0
21,17338.5,0.861878453039,0.833501582379,0.614056523587,631.261972904,0.75,0
22,17519.0,0.868131868132,0.836488644035,0.609229378217,633.161467671,0.74,0
23,17689.0,0.864130434783,0.834563936522,0.604628110473,636.333040476,0.74,0
24,17872.0,0.869565217391,0.834594186819,0.607065217391,641.161467433,0.73,0
25,18212.0,0.881081081081,0.834838410108,0.603946277566,647.98989439,0.72,0
26,18351.5,0.867021276596,0.831325024547,0.598861114737,651.889389277,0.73,0
27,18521.5,0.887096774194,0.82648370894,0.603502769632,655.404108644,0.72,0
28,18505.0,0.887700534759,0.826374309711,0.596127826815,661.646748662,0.74,0
29,18804.0,0.888888888889,0.823004198079,0.592214663643,670.475176096,0.73,0
30,19156.0,0.890052356021,0.820297609163,0.589959963043,675.788884997,0.71,0
31,19509.0,0.90625,0.814759127087,0.583961925287,686.617310882,0.71,0
32,19701.0,0.911917098446,0.814158191528,0.579987046632,690.274165511,0.71,0
33,19931.5,0.912371134021,0.802896329018,0.580450230066,705.203098059,0.72,0
34,20133.5,0.922680412371,0.802851158198,0.579781719749,706.031525373,0.73,0
35,20404.0,0.928571428571,0.805877006178,0.571989235255,711.102592587,0.7,0
36,20697.0,0.94387755102,0.802100487135,0.570794263651,719.931019425,0.71,0
37,20899.0,0.959390862944,0.79544026949,0.561303145059,729.587873936,0.69,0
38,21276.0,0.969849246231,0.791915579655,0.553961517432,739.102592111,0.7,0
39,21472.0,0.97,0.791506927191,0.553402061856,740.759446859,0.69,0
40,21727.5,0.985,0.784230565107,0.551459390863,751.830514669,0.7,0
41,21945.5,0.99504950495,0.782426551688,0.54050293089,759.144222736,0.68,0
42,22280.0,1.01477832512,0.774525478779,0.532784925152,775.386863112,0.66,0
43,22341.0,0.980392156863,0.793162208282,0.547573529412,757.043717861,0.68,0
44,22593.0,0.97572815534,0.791209942948,0.545645558615,766.700571537,0.68,0
45,22950.0,0.985436893204,0.785474704684,0.548806733942,775.185851693,0.66,0
46,23098.5,0.975961538462,0.787565205811,0.547046703297,778.114785433,0.68,0
47,23409.0,0.985576923077,0.782935881525,0.548991557223,788.842707515,0.68,0
48,23522.5,0.980861244019,0.77596159934,0.549013887268,797.428495169,0.67,0
49,23812.0,0.976303317536,0.783070520469,0.547830488198,794.014279842,0.66,0
50,24222.0,0.97641509434,0.784937696956,0.551955154498,801.528998852,0.67,0
51,24473.0,0.976525821596,0.785536597328,0.552388046226,801.67113328,0.64,0
52,24843.0,0.981308411215,0.784111350617,0.552803738318,808.499560952,0.65,0
53,25579.0,0.990740740741,0.779111203499,0.553370543441,826.499560356,0.65,0
54,25983.0,0.990825688073,0.775623514454,0.551796636086,837.126977324,0.65,0
55,26236.5,0.986301369863,0.780012484302,0.554635971588,837.227483153,0.64,0
56,26544.0,0.986363636364,0.782974202372,0.556011730205,839.470122695,0.64,0
57,26919.0,0.995475113122,0.778163209961,0.553661044838,846.298550129,0.65,0
58,27187.0,0.986547085202,0.778997132438,0.554158173665,849.470122814,0.66,0
59,27637.0,0.991071428571,0.777106060125,0.555763352638,863.955405116,0.64,0
60,27599.0,0.986666666667,0.773666356141,0.552532532533,870.783832073,0.65,0
61,28177.5,0.982378854626,0.781286823193,0.556636573754,867.712764144,0.66,0
62,28449.5,0.991189427313,0.775782611323,0.557014194812,881.85489893,0.63,0
63,28735.5,0.991266375546,0.774855060604,0.55278648789,885.168606877,0.66,0
64,28998.5,0.991304347826,0.771585555247,0.552984363082,896.340180993,0.62,0
65,29437.0,1.0,0.771500830099,0.556465028355,896.582821369,0.66,0
66,29606.0,0.995689655172,0.771994782863,0.552433198985,902.239675403,0.64,0
67,30226.5,0.991452991453,0.769523540856,0.556780503979,916.340180516,0.59,0
68,30621.5,0.995762711864,0.763333372977,0.552136675081,932.482315779,0.62,0
69,31300.0,1.0,0.765047355295,0.552573970765,936.381810427,0.62,0
70,31206.5,1.0,0.765015197183,0.550923310501,941.452878833,0.63,0
71,31614.5,0.995833333333,0.764032043781,0.551159344491,942.967597008,0.59,0
72,32070.5,1.0,0.762104485909,0.552168523269,959.45287776,0.62,0
73,32503.5,1.00826446281,0.761759120763,0.550458948652,962.624451637,0.62,0
74,33147.0,1.00409836066,0.762219026704,0.554483104717,971.352372408,0.58,0
75,33573.0,1.0,0.756728123435,0.550295857988,986.180799365,0.58,0
76,33611.5,0.987854251012,0.763021984397,0.557700603969,978.139169812,0.58,0
77,34424.0,0.995983935743,0.756554799331,0.557455628967,999.494510174,0.56,0
78,34927.0,0.996015936255,0.758326456298,0.556605577689,1009.69551873,0.58,0
79,35278.5,0.996031746032,0.759714877823,0.557745209638,1009.93815935,0.56,0
80,35781.5,1.0,0.757256381793,0.559007327095,1019.73714924,0.56,0
81,36689.0,0.976923076923,0.753359820221,0.555557238038,1043.15136313,0.54,0
82,37247.0,0.984674329502,0.760794965561,0.555287207239,1039.49450803,0.52,0
83,37228.5,1.00387596899,0.753842258269,0.557129388525,1048.22242999,0.51,0
84,38133.0,1.0,0.759621512431,0.559783326727,1051.63664484,0.52,0
85,38525.5,0.981203007519,0.752671679686,0.554914585314,1072.36456478,0.5,0
86,38940.0,1.00381679389,0.752245724423,0.565117696572,1071.29349816,0.49,0
87,39542.5,1.0,0.757693338013,0.563082947668,1074.70771205,0.51,0
88,41458.0,0.981751824818,0.755919005997,0.562477952948,1096.26406014,0.49,0
89,41757.0,1.0037037037,0.759128465256,0.570684706847,1093.77877843,0.47,0
90,42005.0,0.974820143885,0.756642347552,0.557553956835,1102.2640605,0.56,0
91,42865.0,1.0,0.758827016545,0.570954765837,1111.57776976,0.49,0
92,43652.5,0.978723404255,0.760576017074,0.560855432213,1112.84984732,0.51,0
93,43838.0,0.971830985915,0.75623177775,0.559272300469,1131.57776868,0.51,0
94,43782.5,0.971830985915,0.754311457447,0.558564247806,1132.99198234,0.51,0
95,43483.5,0.978798586572,0.756471589791,0.554700156906,1127.82041037,0.49,0
96,43530.5,0.992857142857,0.752302851991,0.559230472765,1133.13411713,0.5,0
97,43921.5,0.975352112676,0.755398280538,0.558314689582,1128.99198341,0.53,0
98,43309.0,0.978723404255,0.75626451402,0.556442080378,1128.06305015,0.51,0
99,43644.0,0.971830985915,0.754988538243,0.556797305573,1126.74934125,0.55,0
100,43421.5,0.992831541219,0.755682212399,0.561850601038,1125.3351295,0.52,0
101,43675.0,0.971830985915,0.751255675053,0.557192794448,1131.23462248,0.54,0
102,43752.5,0.968421052632,0.753152298914,0.556222984999,1130.64883757,0.55,0
103,43633.5,0.968421052632,0.755964239235,0.554710144928,1123.82041001,0.56,0
104,43626.5,0.971830985915,0.752752086492,0.556574045724,1127.47726345,0.56,0
105,43944.5,0.968421052632,0.756815636344,0.558663869819,1130.99198282,0.51,0
106,43492.5,0.971830985915,0.759144025276,0.554864513166,1118.99198186,0.55,0
107,43776.5,0.975352112676,0.754000239835,0.556471500483,1127.47726369,0.52,0
108,43450.0,0.975265017668,0.754333728432,0.556281046756,1131.71990502,0.52,0
109,8119.5,0.671532846715,0.884188164171,0.644200253888,405.865004897,0.79,0
110,8335.5,0.664233576642,0.873101488707,0.66860511751,407.865004182,0.79,0
111,8374.0,0.647482014388,0.87750182461,0.669384492406,410.107645631,0.8,0
112,8410.0,0.642857142857,0.874811453947,0.66746031746,412.450791359,0.81,0
113,8687.5,0.657342657343,0.860617159239,0.646295194168,424.835566282,0.78,0
114,8776.5,0.661971830986,0.867628877785,0.657514234342,423.178712487,0.78,0
115,8922.0,0.664335664336,0.862946117971,0.656753772543,428.592926502,0.79,0
116,9061.0,0.685314685315,0.874402886616,0.646567717996,427.078208089,0.78,0
117,9154.0,0.680555555556,0.869408292626,0.648667800454,431.906634569,0.78,0
118,9202.5,0.657534246575,0.865628813229,0.656571061644,433.320847988,0.79,0
119,9339.5,0.678082191781,0.866774933951,0.646153313962,439.663994908,0.78,0
120,9525.0,0.69387755102,0.867446829676,0.635254101641,441.22034359,0.77,0
121,9654.0,0.682119205298,0.859355520212,0.620716260529,450.877197385,0.77,0
122,9704.5,0.688741721854,0.855625102666,0.617963576159,453.4629848,0.78,0
123,9774.5,0.693333333333,0.861682894506,0.626570512821,452.634556651,0.78,0
124,9932.0,0.697368421053,0.847223399751,0.616434955313,463.705624819,0.77,0
125,10049.5,0.692810457516,0.850427343231,0.619651005056,462.77669239,0.78,0
126,10144.5,0.677419354839,0.850656149841,0.62331797235,467.119837403,0.78,0
127,10299.0,0.696774193548,0.848597199781,0.61523297491,473.01933217,0.77,0
128,10431.0,0.694267515924,0.843488449897,0.609536609595,476.6761868,0.79,0
129,10585.0,0.685534591195,0.83781857814,0.610755293982,485.019331694,0.76,0
130,10681.5,0.69375,0.835438576235,0.601435810811,486.57568109,0.77,0
131,10819.5,0.710691823899,0.842213826005,0.602187343463,487.747255087,0.76,0
132,10910.0,0.7125,0.842633706564,0.598135964912,487.989894867,0.77,0
133,11079.5,0.705521472393,0.829925087416,0.591064283809,499.889389634,0.77,0
134,11299.5,0.707317073171,0.83105945772,0.593960260723,503.546243548,0.76,0
135,11438.5,0.709090909091,0.835750551012,0.592514892515,502.717817307,0.76,0
136,11555.5,0.71686746988,0.831181436208,0.584970132631,510.374672174,0.75,0
137,11712.5,0.718562874251,0.827592292333,0.584456087824,513.203098655,0.76,0
138,11804.0,0.715976331361,0.821376377278,0.577240940877,520.96045661,0.77,0
139,12411.5,0.745664739884,0.828897713768,0.556145539275,539.83051455,0.74,0
140,12395.5,0.75,0.82954658973,0.558657833063,537.345233083,0.75,0
141,12573.0,0.763005780347,0.82681747393,0.550578034682,545.244727969,0.74,0
142,12617.5,0.764367816092,0.82488885444,0.545220810647,545.487369776,0.76,0
143,12801.0,0.725714285714,0.841230197534,0.575973003375,535.730008245,0.75,0
144,12864.0,0.717514124294,0.840976688517,0.57226744962,538.901582241,0.74,0
145,12985.5,0.717514124294,0.842694436272,0.577672494328,540.315796018,0.75,0
146,13177.5,0.719101123596,0.835605574917,0.578366397472,546.315796137,0.76,0
147,13225.0,0.709497206704,0.839016648127,0.581753398144,547.244728208,0.75,0
148,13439.0,0.720670391061,0.842385678112,0.582001645663,549.244728088,0.76,0
149,13394.0,0.711111111111,0.841463792421,0.581336805556,548.901583791,0.77,0
150,13912.5,0.729281767956,0.836640803195,0.582307885485,560.658941269,0.75,0
151,13880.5,0.71978021978,0.83984268135,0.582186897072,558.315795302,0.74,0
152,14020.5,0.72131147541,0.843617432272,0.580414803775,559.972650886,0.76,0
153,14141.0,0.72131147541,0.844945023632,0.585403212452,562.07315433,0.75,0
154,14137.0,0.717391304348,0.844378074694,0.582056982872,562.558436394,0.76,0
155,14369.0,0.718918918919,0.839703127398,0.583986994513,570.558436394,0.77,0
156,14701.0,0.727272727273,0.843793939769,0.578051273986,578.901582122,0.75,0
