id,area,aspects,solidities,extents,perimeters,eccentricities,labels
0,7033.0,0.5875,0.583772562077,0.467619680851,559.161467671,0.81,1
1,7334.0,0.6,0.598229939245,0.477473958333,561.504612565,0.8,1
2,7435.0,0.608695652174,0.596613700878,0.471225757384,565.989894509,0.81,1
3,7606.0,0.621118012422,0.604010318809,0.472422360248,566.818321109,0.82,1
4,7656.0,0.624242424242,0.585522537681,0.450485436893,577.788883805,0.8,1
5,7716.0,0.636363636364,0.584368368795,0.445367965368,583.102592826,0.79,1
6,7772.0,0.590361445783,0.603416144383,0.477747725596,569.303603053,0.83,1
7,7663.5,0.590361445783,0.588933713053,0.471078190312,576.859951854,0.78,1
8,7901.0,0.589285714286,0.600265902372,0.475048100048,578.617311001,0.83,1
9,8103.0,0.591715976331,0.606285068415,0.479467455621,580.617311716,0.82,1
10,9467.0,0.596590909091,0.644079323441,0.512283549784,607.102591991,0.84,1
11,8374.5,0.59649122807,0.605881922979,0.480134158927,592.173660636,0.81,1
12,9841.0,0.608938547486,0.644149889418,0.504382143406,618.901582718,0.82,1
13,8631.0,0.604651162791,0.612627315806,0.482502236136,598.073154569,0.82,1
14,10029.5,0.60773480663,0.642854849579,0.503741838272,629.487368226,0.78,1
15,10190.0,0.604395604396,0.647806734598,0.508991008991,628.558435678,0.8,1
16,10398.0,0.603260869565,0.649489361632,0.50910693302,637.386862755,0.8,1
17,10480.0,0.60752688172,0.640254142773,0.498620230279,646.357425928,0.8,1
18,10633.0,0.609625668449,0.641934311507,0.498780373393,650.700571656,0.77,1
19,10782.0,0.606382978723,0.647976197314,0.503079507279,649.528998971,0.8,1
20,11332.5,0.607329842932,0.65341482023,0.511486730457,664.600065112,0.8,1
21,11491.0,0.619791666667,0.643988003228,0.502932422969,674.014279246,0.79,1
22,11546.0,0.611398963731,0.648396694287,0.506981645736,676.842706084,0.81,1
23,11558.0,0.611398963731,0.646800410494,0.507508562396,676.156415105,0.8,1
24,11755.5,0.610256410256,0.648328917669,0.506593406593,681.913774371,0.8,1
25,11943.5,0.617346938776,0.653471572723,0.503605161073,684.742201924,0.79,1
26,12217.5,0.616161616162,0.650334012986,0.505774962742,696.399055243,0.8,1
27,12361.0,0.619289340102,0.657412574618,0.514313056503,691.327988148,0.8,1
28,12505.5,0.62,0.649754497442,0.504254032258,710.884336352,0.8,1
29,12649.0,0.615,0.657159181956,0.51418699187,706.15641582,0.81,1
30,12759.5,0.616915422886,0.655493048442,0.51193628631,710.742201686,0.8,1
31,13006.5,0.620689655172,0.655437408509,0.508503401361,712.055909872,0.78,1
32,13062.0,0.620689655172,0.654376029987,0.510673234811,717.470123172,0.78,1
33,13226.5,0.619512195122,0.648803096984,0.50802765508,731.369617581,0.78,1
34,13386.5,0.618357487923,0.64733189561,0.505227204106,735.712762594,0.79,1
35,13579.5,0.625,0.644693423958,0.502200443787,743.854898095,0.76,1
36,13368.0,0.620192307692,0.639341907124,0.498211091234,745.612258911,0.77,1
37,13868.5,0.622009569378,0.656932401796,0.51043430254,741.369618177,0.79,1
38,13903.0,0.625592417062,0.641815157225,0.49917420652,755.26911211,0.77,1
39,13928.5,0.620853080569,0.643363585102,0.503907239246,762.198044181,0.77,1
40,14083.5,0.621495327103,0.636844601339,0.494817651606,766.683326721,0.79,1
41,14489.5,0.623255813953,0.648865897992,0.502933009372,773.997033954,0.77,1
42,14538.0,0.625,0.644714957561,0.498559670782,778.925966978,0.76,1
43,14833.5,0.628440366972,0.640465444872,0.496668452421,789.168606639,0.76,1
44,14968.5,0.62100456621,0.643253112835,0.502568493151,791.168607354,0.76,1
45,15148.0,0.627272727273,0.643596113935,0.498945981555,796.239674211,0.75,1
46,15432.0,0.628959276018,0.645879543607,0.502360102868,802.239675164,0.77,1
47,15739.5,0.629464285714,0.642297487687,0.498337765957,815.31074357,0.74,1
48,15833.0,0.633928571429,0.640312206736,0.497767857143,820.724955916,0.73,1
49,16015.5,0.637168141593,0.637610476003,0.492118362832,829.310741663,0.74,1
50,16284.0,0.643171806167,0.639315297243,0.491340293283,838.523947239,0.75,1
51,16479.0,0.633187772926,0.642518761507,0.49628068062,836.523946762,0.75,1
52,16660.0,0.639130434783,0.638546594973,0.492753623188,846.867092252,0.74,1
53,16850.5,0.652173913043,0.636216040338,0.488420289855,856.766587019,0.72,1
54,17186.0,0.670995670996,0.636742555207,0.479988828376,867.837653756,0.72,1
55,17319.5,0.669527896996,0.631338167057,0.476491141191,880.565575361,0.73,1
56,17413.5,0.673819742489,0.633183642226,0.476025805746,878.908721447,0.72,1
57,17698.5,0.675213675214,0.637519584181,0.478700097371,885.251867294,0.73,1
58,18065.0,0.675105485232,0.634761676647,0.476397679325,893.979789853,0.7,1
59,18462.0,0.682008368201,0.637731219407,0.473907128372,900.808216453,0.72,1
60,18900.5,0.688524590164,0.624129047241,0.461077771272,934.021420598,0.7,1
61,19047.5,0.685714285714,0.625626116748,0.462767249757,934.364565969,0.7,1
